"period","zone","group","measure","value"
"2010-2012","S01001970","Former Smoker","Count",3
"2009-2011","S01001970","Former Smoker","Count",2
"2011-2013","S01001970","Former Smoker","Count",4
"2002-2004","S01001970","Former Smoker","Count",0
"2008-2010","S01001970","Former Smoker","Count",1
"2003-2005","S01001970","Former Smoker","Count",0
"2007-2009","S01001970","Former Smoker","Count",0
"2001-2003","S01001970","Never Smoked","Count",7
"2002-2004","S01001970","Never Smoked","Count",9
"2003-2005","S01001970","Never Smoked","Count",10
"2004-2006","S01001970","Never Smoked","Count",8
"2005-2007","S01001970","Never Smoked","Count",7
"2006-2008","S01001970","Never Smoked","Count",8
"2007-2009","S01001970","Never Smoked","Count",9
"2008-2010","S01001970","Never Smoked","Count",8
"2009-2011","S01001970","Never Smoked","Count",5
"2010-2012","S01001970","Never Smoked","Count",6
"2000-2002","S01001970","Never Smoked","Count",7
"2011-2013","S01001970","Never Smoked","Count",8
"2003-2005","S01001970","Not Known If Smoking","Count",1
"2007-2009","S01001970","Not Known If Smoking","Count",1
"2000-2002","S01001970","Not Known If Smoking","Count",11
"2008-2010","S01001970","Not Known If Smoking","Count",2
"2009-2011","S01001970","Not Known If Smoking","Count",1
"2002-2004","S01001970","Not Known If Smoking","Count",6
"2011-2013","S01001970","Not Known If Smoking","Count",1
"2010-2012","S01001970","Not Known If Smoking","Count",2
"2004-2006","S01001970","Not Known If Smoking","Count",1
"2005-2007","S01001970","Not Known If Smoking","Count",1
"2001-2003","S01001970","Not Known If Smoking","Count",11
"2006-2008","S01001970","Not Known If Smoking","Count",1
"2005-2007","S01001970","Current Smoker","Count",0
"2001-2003","S01001970","Current Smoker","Count",0
"2002-2004","S01001970","Current Smoker","Count",0
"2007-2009","S01001970","Current Smoker","Count",1
"2003-2005","S01001970","Current Smoker","Count",0
"2008-2010","S01001970","Current Smoker","Count",1
"2010-2012","S01001970","Current Smoker","Count",0
"2006-2008","S01001970","Current Smoker","Count",1
"2004-2006","S01001970","Current Smoker","Count",0
"2011-2013","S01001970","Current Smoker","Count",0
"2009-2011","S01001970","Current Smoker","Count",0
"2000-2002","S01001970","Current Smoker","Count",0
"2001-2003","S01001970","Not Known If Smoking","Ratio","61.11"
"2006-2008","S01001970","Former Smoker","Ratio",0
"2003-2005","S01001970","Not Known If Smoking","Ratio","9.09"
"2004-2006","S01001970","Former Smoker","Ratio",0
"2009-2011","S01001970","Current Smoker","Ratio",0
"2005-2007","S01001970","Current Smoker","Ratio",0
"2007-2009","S01001970","Not Known If Smoking","Ratio","9.09"
"2005-2007","S01001970","Former Smoker","Ratio",0
"2008-2010","S01001970","Not Known If Smoking","Ratio","16.67"
"2010-2012","S01001970","Former Smoker","Ratio","27.27"
"2009-2011","S01001970","Former Smoker","Ratio",25
"2007-2009","S01001970","Current Smoker","Ratio","9.09"
"2000-2002","S01001970","Not Known If Smoking","Ratio","57.89"
"2011-2013","S01001970","Former Smoker","Ratio","30.77"
"2002-2004","S01001970","Former Smoker","Ratio",0
"2001-2003","S01001970","Current Smoker","Ratio",0
"2008-2010","S01001970","Former Smoker","Ratio","8.33"
"2000-2002","S01001970","Current Smoker","Ratio",0
"2003-2005","S01001970","Former Smoker","Ratio",0
"2009-2011","S01001970","Not Known If Smoking","Ratio","12.5"
"2000-2002","S01001970","Former Smoker","Ratio","5.26"
"2007-2009","S01001970","Former Smoker","Ratio",0
"2011-2013","S01001970","Current Smoker","Ratio",0
"2001-2003","S01001970","Former Smoker","Ratio",0
"2004-2006","S01001970","Current Smoker","Ratio",0
"2001-2003","S01001970","Never Smoked","Ratio","38.89"
"2002-2004","S01001970","Never Smoked","Ratio",60
"2011-2013","S01001970","Not Known If Smoking","Ratio","7.69"
"2003-2005","S01001970","Never Smoked","Ratio","90.91"
"2002-2004","S01001970","Not Known If Smoking","Ratio",40
"2008-2010","S01001970","Current Smoker","Ratio","8.33"
"2004-2006","S01001970","Never Smoked","Ratio","88.89"
"2010-2012","S01001970","Not Known If Smoking","Ratio","18.18"
"2005-2007","S01001970","Never Smoked","Ratio","87.5"
"2006-2008","S01001970","Never Smoked","Ratio",80
"2005-2007","S01001970","Not Known If Smoking","Ratio","12.5"
"2003-2005","S01001970","Current Smoker","Ratio",0
"2007-2009","S01001970","Never Smoked","Ratio","81.82"
"2010-2012","S01001970","Current Smoker","Ratio",0
"2008-2010","S01001970","Never Smoked","Ratio","66.67"
"2009-2011","S01001970","Never Smoked","Ratio","62.5"
"2002-2004","S01001970","Current Smoker","Ratio",0
"2006-2008","S01001970","Not Known If Smoking","Ratio",10
"2010-2012","S01001970","Never Smoked","Ratio","54.55"
"2006-2008","S01001970","Current Smoker","Ratio",10
"2000-2002","S01001970","Never Smoked","Ratio","36.84"
"2011-2013","S01001970","Never Smoked","Ratio","61.54"
"2004-2006","S01001970","Not Known If Smoking","Ratio","11.11"
"2001-2003","S01001971","Former Smoker","Count",2
"2004-2006","S01001971","Former Smoker","Count",0
"2000-2002","S01001971","Former Smoker","Count",3
"2009-2011","S01001971","Former Smoker","Count",2
"2002-2004","S01001971","Former Smoker","Count",2
"2007-2009","S01001971","Former Smoker","Count",3
"2005-2007","S01001971","Former Smoker","Count",1
"2008-2010","S01001971","Former Smoker","Count",2
"2010-2012","S01001971","Former Smoker","Count",2
"2003-2005","S01001971","Former Smoker","Count",0
"2011-2013","S01001971","Former Smoker","Count",7
"2006-2008","S01001971","Former Smoker","Count",3
"2009-2011","S01001971","Never Smoked","Count",19
"2002-2004","S01001971","Never Smoked","Count",13
"2007-2009","S01001971","Never Smoked","Count",21
"2008-2010","S01001971","Never Smoked","Count",17
"2000-2002","S01001971","Never Smoked","Count",4
"2003-2005","S01001971","Never Smoked","Count",15
"2004-2006","S01001971","Never Smoked","Count",17
"2001-2003","S01001971","Never Smoked","Count",11
"2011-2013","S01001971","Never Smoked","Count",16
"2005-2007","S01001971","Never Smoked","Count",19
"2006-2008","S01001971","Never Smoked","Count",19
"2010-2012","S01001971","Never Smoked","Count",14
"2001-2003","S01001971","Not Known If Smoking","Count",9
"2002-2004","S01001971","Not Known If Smoking","Count",3
"2003-2005","S01001971","Not Known If Smoking","Count",1
"2004-2006","S01001971","Not Known If Smoking","Count",0
"2005-2007","S01001971","Not Known If Smoking","Count",0
"2006-2008","S01001971","Not Known If Smoking","Count",0
"2007-2009","S01001971","Not Known If Smoking","Count",2
"2008-2010","S01001971","Not Known If Smoking","Count",5
"2009-2011","S01001971","Not Known If Smoking","Count",5
"2010-2012","S01001971","Not Known If Smoking","Count",3
"2000-2002","S01001971","Not Known If Smoking","Count",9
"2011-2013","S01001971","Not Known If Smoking","Count",0
"2006-2008","S01001971","Current Smoker","Count",6
"2002-2004","S01001971","Current Smoker","Count",6
"2005-2007","S01001971","Current Smoker","Count",2
"2010-2012","S01001971","Current Smoker","Count",6
"2000-2002","S01001971","Current Smoker","Count",5
"2004-2006","S01001971","Current Smoker","Count",5
"2003-2005","S01001971","Current Smoker","Count",5
"2001-2003","S01001971","Current Smoker","Count",4
"2011-2013","S01001971","Current Smoker","Count",6
"2008-2010","S01001971","Current Smoker","Count",5
"2009-2011","S01001971","Current Smoker","Count",5
"2007-2009","S01001971","Current Smoker","Count",4
"2001-2003","S01001971","Not Known If Smoking","Ratio","34.62"
"2000-2002","S01001971","Former Smoker","Ratio","14.29"
"2003-2005","S01001971","Current Smoker","Ratio","23.81"
"2004-2006","S01001971","Former Smoker","Ratio",0
"2002-2004","S01001971","Not Known If Smoking","Ratio","12.5"
"2009-2011","S01001971","Current Smoker","Ratio","16.13"
"2007-2009","S01001971","Former Smoker","Ratio",10
"2006-2008","S01001971","Current Smoker","Ratio","21.43"
"2003-2005","S01001971","Not Known If Smoking","Ratio","4.76"
"2004-2006","S01001971","Not Known If Smoking","Ratio",0
"2005-2007","S01001971","Current Smoker","Ratio","9.09"
"2002-2004","S01001971","Former Smoker","Ratio","8.33"
"2005-2007","S01001971","Not Known If Smoking","Ratio",0
"2005-2007","S01001971","Former Smoker","Ratio","4.55"
"2003-2005","S01001971","Former Smoker","Ratio",0
"2001-2003","S01001971","Current Smoker","Ratio","15.38"
"2008-2010","S01001971","Former Smoker","Ratio","6.9"
"2006-2008","S01001971","Not Known If Smoking","Ratio",0
"2010-2012","S01001971","Former Smoker","Ratio",8
"2011-2013","S01001971","Former Smoker","Ratio","24.14"
"2006-2008","S01001971","Former Smoker","Ratio","10.71"
"2001-2003","S01001971","Former Smoker","Ratio","7.69"
"2007-2009","S01001971","Current Smoker","Ratio","13.33"
"2009-2011","S01001971","Former Smoker","Ratio","6.45"
"2010-2012","S01001971","Current Smoker","Ratio",24
"2002-2004","S01001971","Never Smoked","Ratio","54.17"
"2007-2009","S01001971","Never Smoked","Ratio",70
"2007-2009","S01001971","Not Known If Smoking","Ratio","6.67"
"2008-2010","S01001971","Not Known If Smoking","Ratio","17.24"
"2011-2013","S01001971","Current Smoker","Ratio","20.69"
"2008-2010","S01001971","Never Smoked","Ratio","58.62"
"2009-2011","S01001971","Never Smoked","Ratio","61.29"
"2000-2002","S01001971","Never Smoked","Ratio","19.05"
"2008-2010","S01001971","Current Smoker","Ratio","17.24"
"2003-2005","S01001971","Never Smoked","Ratio","71.43"
"2009-2011","S01001971","Not Known If Smoking","Ratio","16.13"
"2010-2012","S01001971","Not Known If Smoking","Ratio",12
"2004-2006","S01001971","Never Smoked","Ratio","77.27"
"2000-2002","S01001971","Current Smoker","Ratio","23.81"
"2002-2004","S01001971","Current Smoker","Ratio",25
"2001-2003","S01001971","Never Smoked","Ratio","42.31"
"2000-2002","S01001971","Not Known If Smoking","Ratio","42.86"
"2010-2012","S01001971","Never Smoked","Ratio",56
"2005-2007","S01001971","Never Smoked","Ratio","86.36"
"2006-2008","S01001971","Never Smoked","Ratio","67.86"
"2004-2006","S01001971","Current Smoker","Ratio","22.73"
"2011-2013","S01001971","Never Smoked","Ratio","55.17"
"2011-2013","S01001971","Not Known If Smoking","Ratio",0
"2001-2003","S01001972","Former Smoker","Count",1
"2004-2006","S01001972","Former Smoker","Count",0
"2000-2002","S01001972","Former Smoker","Count",0
"2009-2011","S01001972","Former Smoker","Count",3
"2002-2004","S01001972","Former Smoker","Count",1
"2007-2009","S01001972","Former Smoker","Count",1
"2005-2007","S01001972","Former Smoker","Count",1
"2008-2010","S01001972","Former Smoker","Count",2
"2010-2012","S01001972","Former Smoker","Count",9
"2003-2005","S01001972","Former Smoker","Count",1
"2011-2013","S01001972","Former Smoker","Count",10
"2006-2008","S01001972","Former Smoker","Count",1
"2009-2011","S01001972","Never Smoked","Count",14
"2002-2004","S01001972","Never Smoked","Count",19
"2007-2009","S01001972","Never Smoked","Count",24
"2008-2010","S01001972","Never Smoked","Count",20
"2000-2002","S01001972","Never Smoked","Count",9
"2003-2005","S01001972","Never Smoked","Count",26
"2004-2006","S01001972","Never Smoked","Count",27
"2001-2003","S01001972","Never Smoked","Count",12
"2011-2013","S01001972","Never Smoked","Count",13
"2005-2007","S01001972","Never Smoked","Count",27
"2006-2008","S01001972","Never Smoked","Count",24
"2010-2012","S01001972","Never Smoked","Count",10
"2001-2003","S01001972","Not Known If Smoking","Count",28
"2002-2004","S01001972","Not Known If Smoking","Count",15
"2003-2005","S01001972","Not Known If Smoking","Count",5
"2004-2006","S01001972","Not Known If Smoking","Count",2
"2005-2007","S01001972","Not Known If Smoking","Count",2
"2006-2008","S01001972","Not Known If Smoking","Count",2
"2007-2009","S01001972","Not Known If Smoking","Count",5
"2008-2010","S01001972","Not Known If Smoking","Count",9
"2009-2011","S01001972","Not Known If Smoking","Count",9
"2010-2012","S01001972","Not Known If Smoking","Count",5
"2000-2002","S01001972","Not Known If Smoking","Count",29
"2011-2013","S01001972","Not Known If Smoking","Count",0
"2006-2008","S01001972","Current Smoker","Count",0
"2002-2004","S01001972","Current Smoker","Count",0
"2005-2007","S01001972","Current Smoker","Count",0
"2010-2012","S01001972","Current Smoker","Count",0
"2000-2002","S01001972","Current Smoker","Count",1
"2004-2006","S01001972","Current Smoker","Count",0
"2003-2005","S01001972","Current Smoker","Count",0
"2001-2003","S01001972","Current Smoker","Count",1
"2011-2013","S01001972","Current Smoker","Count",0
"2008-2010","S01001972","Current Smoker","Count",0
"2009-2011","S01001972","Current Smoker","Count",0
"2007-2009","S01001972","Current Smoker","Count",0
"2001-2003","S01001972","Not Known If Smoking","Ratio","66.67"
"2000-2002","S01001972","Former Smoker","Ratio",0
"2003-2005","S01001972","Current Smoker","Ratio",0
"2004-2006","S01001972","Former Smoker","Ratio",0
"2002-2004","S01001972","Not Known If Smoking","Ratio","42.86"
"2009-2011","S01001972","Current Smoker","Ratio",0
"2007-2009","S01001972","Former Smoker","Ratio","3.33"
"2006-2008","S01001972","Current Smoker","Ratio",0
"2003-2005","S01001972","Not Known If Smoking","Ratio","15.63"
"2004-2006","S01001972","Not Known If Smoking","Ratio","6.9"
"2005-2007","S01001972","Current Smoker","Ratio",0
"2002-2004","S01001972","Former Smoker","Ratio","2.86"
"2005-2007","S01001972","Not Known If Smoking","Ratio","6.67"
"2005-2007","S01001972","Former Smoker","Ratio","3.33"
"2003-2005","S01001972","Former Smoker","Ratio","3.13"
"2001-2003","S01001972","Current Smoker","Ratio","2.38"
"2008-2010","S01001972","Former Smoker","Ratio","6.45"
"2006-2008","S01001972","Not Known If Smoking","Ratio","7.41"
"2010-2012","S01001972","Former Smoker","Ratio","37.5"
"2011-2013","S01001972","Former Smoker","Ratio","43.48"
"2006-2008","S01001972","Former Smoker","Ratio","3.7"
"2001-2003","S01001972","Former Smoker","Ratio","2.38"
"2007-2009","S01001972","Current Smoker","Ratio",0
"2009-2011","S01001972","Former Smoker","Ratio","11.54"
"2010-2012","S01001972","Current Smoker","Ratio",0
"2002-2004","S01001972","Never Smoked","Ratio","54.29"
"2007-2009","S01001972","Never Smoked","Ratio",80
"2007-2009","S01001972","Not Known If Smoking","Ratio","16.67"
"2008-2010","S01001972","Not Known If Smoking","Ratio","29.03"
"2011-2013","S01001972","Current Smoker","Ratio",0
"2008-2010","S01001972","Never Smoked","Ratio","64.52"
"2009-2011","S01001972","Never Smoked","Ratio","53.85"
"2000-2002","S01001972","Never Smoked","Ratio","23.08"
"2008-2010","S01001972","Current Smoker","Ratio",0
"2003-2005","S01001972","Never Smoked","Ratio","81.25"
"2009-2011","S01001972","Not Known If Smoking","Ratio","34.62"
"2010-2012","S01001972","Not Known If Smoking","Ratio","20.83"
"2004-2006","S01001972","Never Smoked","Ratio","93.1"
"2000-2002","S01001972","Current Smoker","Ratio","2.56"
"2002-2004","S01001972","Current Smoker","Ratio",0
"2001-2003","S01001972","Never Smoked","Ratio","28.57"
"2000-2002","S01001972","Not Known If Smoking","Ratio","74.36"
"2010-2012","S01001972","Never Smoked","Ratio","41.67"
"2005-2007","S01001972","Never Smoked","Ratio",90
"2006-2008","S01001972","Never Smoked","Ratio","88.89"
"2004-2006","S01001972","Current Smoker","Ratio",0
"2011-2013","S01001972","Never Smoked","Ratio","56.52"
"2011-2013","S01001972","Not Known If Smoking","Ratio",0
"2001-2003","S01001973","Former Smoker","Count",2
"2004-2006","S01001973","Former Smoker","Count",3
"2000-2002","S01001973","Former Smoker","Count",2
"2009-2011","S01001973","Former Smoker","Count",4
"2002-2004","S01001973","Former Smoker","Count",2
"2007-2009","S01001973","Former Smoker","Count",0
"2005-2007","S01001973","Former Smoker","Count",2
"2008-2010","S01001973","Former Smoker","Count",2
"2010-2012","S01001973","Former Smoker","Count",8
"2003-2005","S01001973","Former Smoker","Count",2
"2011-2013","S01001973","Former Smoker","Count",7
"2006-2008","S01001973","Former Smoker","Count",1
"2009-2011","S01001973","Never Smoked","Count",12
"2002-2004","S01001973","Never Smoked","Count",10
"2007-2009","S01001973","Never Smoked","Count",13
"2008-2010","S01001973","Never Smoked","Count",8
"2000-2002","S01001973","Never Smoked","Count",5
"2003-2005","S01001973","Never Smoked","Count",8
"2004-2006","S01001973","Never Smoked","Count",10
"2001-2003","S01001973","Never Smoked","Count",8
"2011-2013","S01001973","Never Smoked","Count",16
"2005-2007","S01001973","Never Smoked","Count",14
"2006-2008","S01001973","Never Smoked","Count",17
"2010-2012","S01001973","Never Smoked","Count",15
"2001-2003","S01001973","Not Known If Smoking","Count",7
"2002-2004","S01001973","Not Known If Smoking","Count",4
"2003-2005","S01001973","Not Known If Smoking","Count",1
"2004-2006","S01001973","Not Known If Smoking","Count",0
"2005-2007","S01001973","Not Known If Smoking","Count",0
"2006-2008","S01001973","Not Known If Smoking","Count",0
"2007-2009","S01001973","Not Known If Smoking","Count",1
"2008-2010","S01001973","Not Known If Smoking","Count",5
"2009-2011","S01001973","Not Known If Smoking","Count",5
"2010-2012","S01001973","Not Known If Smoking","Count",4
